text,HELLO,OK,COMPLIMENT,CONNECT_TO_ADMIN,EXPLAIN_BALANCE,GUIDE_SEARCH_AUCTION,GUIDE_BIDDING,GUIDE_CREATE_AUCTION,GUIDE_CHECK_TIME_LEFT,GUIDE_ANTI_SNIPING,UNKNOWN
xin chào xong rồi hướng dẫn bidder tham gia phiên,1,0,0,0,0,0,1,0,0,0,0
phần này đã rõ sau đó thiết lập bước giá như thế nào,0,1,0,0,0,0,0,1,0,0,0
help chào hệ thống xong rồi số dư trong hệ thống được hiểu như thế nào,1,0,0,0,1,0,0,0,0,0,0
giải thích số dư tài khoản giúp tôi,0,0,0,0,1,0,0,0,0,0,0
tôi hài lòng kèm theo vì sao countdown nhảy thêm thời gian,0,0,1,0,0,0,0,0,0,1,0
tính giúp tôi căn bậc hai khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,0,1
hướng dẫn bidder tham gia phiên trong hệ thống plz,0,0,0,0,0,0,1,0,0,0,0
kiểm tra time left trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
vậy là được khi tôi đang dùng app,0,1,0,0,0,0,0,0,0,0,0
hướng dẫn tôi bid cho người mới,0,0,0,0,0,0,1,0,0,0,0
số dư dùng để làm gì rồi cách tham gia đặt giá,0,0,0,0,1,0,1,0,0,0,0
cho tôi hỏi một chút xong rồi cách tham gia đặt giá,1,0,0,0,0,0,1,0,0,0,0
lobby có những phiên nào với ạ,0,0,0,0,0,1,0,0,0,0,0
chào hệ thống xong rồi cơ chế chống cướp giá cuối giờ,1,0,0,0,0,0,0,0,0,1,0
pls xem thoi gian con lai voi a với,0,0,0,0,0,0,0,0,1,0,0
create auction room thế nào tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
chatbot thông minh khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
giải thích chống sniping nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,1,0
thông tin này giúp ích nhiều nói ngắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
kết nối admin giúp tôi trong hệ thống,0,0,0,1,0,0,0,0,0,0,0
gọi nv ho tro khi tiô đang ddùng app với,0,0,0,1,0,0,0,0,0,0,0
đặt giá như thế nào khi tôi đang dùng app,0,0,0,0,0,0,1,0,0,0,0
chào bạn kèm theo place bid như thế nào,1,0,0,0,0,0,1,0,0,0,0
hướng dẫn tìm phòng đấu giá xong rồi tôi cần tăng giá hiện tại,0,0,0,0,0,1,1,0,0,0,0
tại sao cần có số dư,0,0,0,0,1,0,0,0,0,0,0
anti sniping là gì trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
ổn rồi cho người mới,0,1,0,0,0,0,0,0,0,0,0
tìm phiên bán laptop cho người mới,0,0,0,0,0,1,0,0,0,0,0
cần mô tả sản phẩm ra sao nói ngắn gọn thôi,0,0,0,0,0,0,0,1,0,0,0
nấu phở như thế nào nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
tôi muốn đấu giá sản phẩm,0,0,0,0,0,0,1,0,0,0,0
tìm action romo,0,0,0,0,0,1,0,0,0,0,0
gặp bộ phận chăm sóc khách hàng nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
cho hỏi xin chào khi tôi đang dùng app nha,1,0,0,0,0,0,0,0,0,0,0
toi muon gap nguoi that de hoi dat gia,0,0,0,1,0,0,1,0,0,0,0
ad ơi hệ thống hơi khó dùng,0,0,0,1,0,0,0,0,0,0,0
cho tôi số điện thoại hỗ trợ cho người mới,0,0,0,1,0,0,0,0,0,0,0
bid bi tu choi thi kime tra gi cho nguoi mmoi plz,0,0,0,0,0,0,1,0,0,0,0
seller tạo đấu giá như thế nào cho người mới,0,0,0,0,0,0,0,1,0,0,0
tạo phiên cho sản phẩm mới cho người mới,0,0,0,0,0,0,0,1,0,0,0
ho tro nhanh that voi a ...,0,0,1,0,0,0,0,0,0,0,0
dịch vụ hỗ trợ tốt nói ngắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
cho tôi số điện thoại hỗ trợ giúp tôi,0,0,0,1,0,0,0,0,0,0,0
xem đồng hồ đếm ngược ở đâu với ạ,0,0,0,0,0,0,0,0,1,0,0
dịch câu này sang tiếng Anh với ạ với,0,0,0,0,0,0,0,0,0,0,1
tôi muốn nghe nhạc nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
doi mat khau wifi the nao khi toi dang dung app,0,0,0,0,0,0,0,0,0,0,1
phản hồi rất ổn khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
thông tin này giúp ích nhiều và tôi muốn đấu giá sản phẩm,0,0,1,0,0,0,1,0,0,0,0
thời gian đấu giá còn bao nhiêu với ạ,0,0,0,0,0,0,0,0,1,0,0
admin có thể hỗ trợ không xong rồi muốn giữ giá cao nhất thì làm sao,0,0,0,1,0,0,1,0,0,0,0
làm sao để đặt giá nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
tro ly huu ich qua tren man hinh hien tai,0,0,1,0,0,0,0,0,0,0,0
nấu phở như thế nào trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
mình hỏi ngu tí vi sao tg dgia tang them kem theo khi nao phien ket thuc đc ko,0,0,0,0,0,0,0,0,1,1,0
hướng dẫn bidder tham gia phiên nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
ad ơi nhập giá khởi điểm ở đâu xong rồi khi nào phiên kết thúc,0,0,0,0,0,0,0,1,1,0,0
khi nào số dư bị trừ trên màn hình hiện tại,0,0,0,0,1,0,0,0,0,0,0
tôi cần tăng giá hiện tại,0,0,0,0,0,0,1,0,0,0,0
làm sao biết đặt giá thành công cho người mới,0,0,0,0,0,0,1,0,0,0,0
chatbot thông minh nhé,0,0,1,0,0,0,0,0,0,0,0
da hiue kkhi toi dang dung app đc ko,0,1,0,0,0,0,0,0,0,0,0
seller muon dang sp voi a plz,0,0,0,0,0,0,0,1,0,0,0
bạn hướng dẫn rõ ràng khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
cho tôi số điện thoại hỗ trợ với ạ,0,0,0,1,0,0,0,0,0,0,0
hướng dẫn tạo phiên bán hàng tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
cảm ơn bạn nhiều xong rồi chuyển tôi đến tư vấn viên,0,0,1,1,0,0,0,0,0,0,0
thiết lập bước giá như thế nào tôi hơi chưa rõ,0,0,0,0,0,0,0,1,0,0,0
toi can noi chuyen voi nguoi that va muon giu gia cao nhat thi lam sao,0,0,0,1,0,0,1,0,0,0,0
lam sao biet dat ggia tahnh cong toi hoi chua ro,0,0,0,0,0,0,1,0,0,0,0
liên hệ người phụ trách giúp tôi đồng thời muốn giữ giá cao nhất thì làm sao,0,0,0,1,0,0,1,0,0,0,0
hiểu rồi tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
ok rồi cần mô tả sản phẩm ra sao,0,1,0,0,0,0,0,1,0,0,0
pls tôi đã rõ tôi hơi chưa rõ nha,0,1,0,0,0,0,0,0,0,0,0
ổn rồi tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
hướng dẫn về chống đặt giá phút cuối cho người mới,0,0,0,0,0,0,0,0,0,1,0
hỗ trợ nhanh thật với ạ,0,0,1,0,0,0,0,0,0,0,0
balance trong tài khoản nghĩa là gì,0,0,0,0,1,0,0,0,0,0,0
nuaa pho nhu the nao,0,0,0,0,0,0,0,0,0,0,1
câu trả lời đủ rồi và bid bị từ chối thì kiểm tra gì,0,1,0,0,0,0,1,0,0,0,0
ad ơi đổi mật khẩu wii thế nào khi tiô đang dùng app,0,0,0,0,0,0,0,0,0,0,1
bid sát giờ có kéo dài phiên không nhé,0,0,0,0,0,0,0,0,0,1,0
igai thich de hieu dong thoi place bid nhu thee nao,0,0,1,0,0,0,1,0,0,0,0
gap bo phan cham soc khach hang dong thoi bam nut nao de gui gia plz,0,0,0,1,0,0,1,0,0,0,0
chuyển tôi đến tvv tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
không cần giải thích thêm kèm theo cần mô tả sản phẩm ra sao,0,1,0,0,0,0,0,1,0,0,0
hơi gấp bạn đnag online không trênn màn hình hiện tại ...,1,0,0,0,0,0,0,0,0,0,0
này chao buoi sang khi toi dang dung app đc ko,1,0,0,0,0,0,0,0,0,0,0
dịch vụ hỗ trợ tốt và tôi muốn gặp tư vấn viên,0,0,1,1,0,0,0,0,0,0,0
tìm phiên đấu giá tôi hơi chưa rõ,0,0,0,0,0,1,0,0,0,0,0
cách tham gia đặt giá trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
trợ lý hữu ích quá kèm theo cần liên hệ admin,0,0,1,1,0,0,0,0,0,0,0
ờờ chao he htong voi a,1,0,0,0,0,0,0,0,0,0,0
tìm phiên theo tên sp nhé đc ko,0,0,0,0,0,1,0,0,0,0,0
xem phiên sắp kết thúc giúp tôi,0,0,0,0,0,1,0,0,0,0,0
pls tim phien ban laptop voi a,0,0,0,0,0,1,0,0,0,0,0
câu trả lời rất dễ hiểu sau đó cần hỗ trợ trực tiếp,0,0,1,1,0,0,0,0,0,0,0
giải thích số dư tài khoản nhé,0,0,0,0,1,0,0,0,0,0,0
search phiên đấu giá,0,0,0,0,0,1,0,0,0,0,0
tìm phiên bán laptop rồi xem thời hạn phiên đấu giá,0,0,0,0,0,1,0,0,1,0,0
chatbot chưa giải quyết được đồng thời seller lobby tạo phiên ở đâu,0,0,0,1,0,0,0,1,0,0,0
chào buổi chiều đồng thời tìm phiên đấu giá,1,0,0,0,0,1,0,0,0,0,0
dịch vụ hỗ trợ tốt với ạ,0,0,1,0,0,0,0,0,0,0,0
hơi gấp sniping trong dau gia nghia la gi khi toi dang dung app gấp,0,0,0,0,0,0,0,0,0,1,0
ổn rồi với ạ,0,1,0,0,0,0,0,0,0,0,0
chào bạn sau đó làm sao biết đặt giá thành công,1,0,0,0,0,0,1,0,0,0,0
kiểm tra time left nhé,0,0,0,0,0,0,0,0,1,0,0
làm sao để dat gia cho người mới,0,0,0,0,0,0,1,0,0,0,0
phần này đã rõ rồi quy trình dat gia trong phòng,0,1,0,0,0,0,1,0,0,0,0
đếm ngược nằm ở chỗ nào với ạ,0,0,0,0,0,0,0,0,1,0,0
cho tôi hỏi một chút sau đó chatbot chưa giải quyết được,1,0,0,1,0,0,0,0,0,0,0
toi moi vao he thong va vi sao tg dau gia tang them với,1,0,0,0,0,0,0,0,0,1,0
hướng dẫn tìm phòng đấu giá trên màn hình hiện tại,0,0,0,0,0,1,0,0,0,0,0
cảm ơn bạn nhiều khi tôi đang dùng app,0,0,1,0,0,0,0,0,0,0,0
help lam sao biet phien sap het gio nhe huhu,0,0,0,0,0,0,0,0,1,0,0
ổn rồi trong hệ thống,0,1,0,0,0,0,0,0,0,0,0
tam on kem theo quy trinh dat gia trong phong plz,0,1,0,0,0,0,1,0,0,0,0
mở bản đồ giúp tôi giúp tôi,0,0,0,0,0,0,0,0,0,0,1
gửi phiên để admin duyệt xong rồi bid sát giờ có kéo dài phiên không,0,0,0,0,0,0,0,1,0,1,0
tôi mới vào hệ thống tôi hơi chưa rõ,1,0,0,0,0,0,0,0,0,0,0
xem đồng hồ đếm ngược ở đâu trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
còn mấy phút nữa kết thúc với ạ,0,0,0,0,0,0,0,0,1,0,0
tôi đã rõ nhé,0,1,0,0,0,0,0,0,0,0,0
bid sát giờ có kéo dài phiên không khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
help tôi ầcn người xử lý xoong rồi bấm nút nào để gửi giá,0,0,0,1,0,0,1,0,0,0,0
bid bị từ chối thì kiểm tra gì cho người mới,0,0,0,0,0,0,1,0,0,0,0
bắt đầu tư vấn giúp tôi với ạ,1,0,0,0,0,0,0,0,0,0,0
bid bị từ chối thì kiểm tra gì khi tôi đang dùng app,0,0,0,0,0,0,1,0,0,0,0
tại sao cần có số dư kèm theo tôi muốn tìm sản phẩm đang đấu giá,0,0,0,0,1,1,0,0,0,0,0
không rõ lắm toi moi vao he thong sau do vi sao phai kiem tra so du nha,1,0,0,0,1,0,0,0,0,0,0
câu trả lời rất dễ hiểu giúp tôi,0,0,1,0,0,0,0,0,0,0,0
ad ơi giai thich so du tai khoan va cach tham gia dat gia,0,0,0,0,1,0,1,0,0,0,0
hi trợ lý,1,0,0,0,0,0,0,0,0,0,0
create auction room thế nào nói ngắn gọn thôi,0,0,0,0,0,0,0,1,0,0,0
đã hiểu,0,1,0,0,0,0,0,0,0,0,0
hi trợ lý trên màn hình hiện tại,1,0,0,0,0,0,0,0,0,0,0
tôi hài lòng trong hệ thống,0,0,1,0,0,0,0,0,0,0,0
hôm nay trời đẹp trong hệ thống,0,0,0,0,0,0,0,0,0,0,1
đặt giá như thế nào trong hệ thống,0,0,0,0,0,0,1,0,0,0,0
nhập giá khởi điểm ở đâu khi tôi đang dùng app,0,0,0,0,0,0,0,1,0,0,0
sniping trong đấu giá nghĩa là gì,0,0,0,0,0,0,0,0,0,1,0
còn mấy phút nữa ket thuc nói ngắn gọn thôi,0,0,0,0,0,0,0,0,1,0,0
pls phien gan het gio chua tren man hinh hien tai plz,0,0,0,0,0,0,0,0,1,0,0
anti sniping là gì trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
làm sao gửi yêu cầu tạo phiên đồng thời làm sao biết phiên sắp hết giờ,0,0,0,0,0,0,0,1,1,0,0
cho tôi hỏi một chút nhé,1,0,0,0,0,0,0,0,0,0,0
bạn làm tốt lắm trong hệ thống,0,0,1,0,0,0,0,0,0,0,0
tôi muốn gọi tổng đài tôi hơi chưa rõ,0,0,0,1,0,0,0,0,0,0,0
cần liên hệ admin,0,0,0,1,0,0,0,0,0,0,0
vì sao phải kiểm tra số dư,0,0,0,0,1,0,0,0,0,0,0
seller lobby tao phien o dau cho nguoi moi,0,0,0,0,0,0,0,1,0,0,0
cho toi hoi mot chut hne thhanks,1,0,0,0,0,0,0,0,0,0,0
phien nào còn chạy vậy,0,0,0,0,0,1,0,0,0,0,0
cho hiỏ vay la duoc cho ngoi moi,0,1,0,0,0,0,0,0,0,0,0
làm sao kiểm tra phiên đang hoạt động nói ngắn gọn thôi,0,0,0,0,0,1,0,0,0,0,0
chào buổi chiều đồng thời admin có thể hỗ trợ không,1,0,0,1,0,0,0,0,0,0,0
lọc sản phẩm đang dgia trong hệ thống,0,0,0,0,0,1,0,0,0,0,0
abc xyz không hiểu nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
dong y trong he thong đc ko,0,1,0,0,0,0,0,0,0,0,0
thiết lập bước giá như thế nào trên màn hình hiện tại,0,0,0,0,0,0,0,1,0,0,0
ờ gui phien de admin duyet,0,0,0,0,0,0,0,1,0,0,0
bạn trả lời tốt nói ngắn gọn thôi,0,0,1,0,0,0,0,0,0,0,0
auto extend trong dgia là gì trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
seller tao dau gia nhu the nao va phien gan het gio chua,0,0,0,0,0,0,0,1,1,0,0
tôi ghi nhận với ạ,0,1,0,0,0,0,0,0,0,0,0
cách lọc phiên đấu giá theo danh mục nhé,0,0,0,0,0,1,0,0,0,0,0
tôi mới vào hệ thống nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
tôi muốn đấu giá sản phẩm với ạ,0,0,0,0,0,0,1,0,0,0,0
cần hỗ trợ trực tiếp khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
hello noi ngan gon thoi đc ko,1,0,0,0,0,0,0,0,0,0,0
cần hỗ trợ trực tiếp giúp tôi thanks,0,0,0,1,0,0,0,0,0,0,0
balance trong tài khoản nghĩa là gì giúp tôi,0,0,0,0,1,0,0,0,0,0,0
tmi phieen ban laptop giup toi plz,0,0,0,0,0,1,0,0,0,0,0
cơ chế gia hạn phien cuối giờ nhé,0,0,0,0,0,0,0,0,0,1,0
còn mấy phút nữa vậy,0,0,0,0,0,0,0,0,1,0,0
ok trong hệ thống,0,1,0,0,0,0,0,0,0,0,0
không õ lắm được rồi trên màn hhình hiện tại với,0,1,0,0,0,0,0,0,0,0,0
phần này đã rõ cho người mới,0,1,0,0,0,0,0,0,0,0,0
ê hiểu rồi sau đó làm sa ạto phiên đấu giá,0,1,0,0,0,0,0,1,0,0,0
muốn vào trả giá thì bấm đâu,0,0,0,0,0,0,1,0,0,0,0
trợ lý hữu ích quá xong rồi anti sniping là gì,0,0,1,0,0,0,0,0,0,1,0
đặt giá phút cuối có gia hạn không trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
luật chống đặt giá phút cuối tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,1,0
bạn đang nline không nóói ngắn gọn thôi ...,1,0,0,0,0,0,0,0,0,0,0
cơ chế chống cướp giá cuối giờ khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
hơi gấp minh chao ban voi a,1,0,0,0,0,0,0,0,0,0,0
số dư có phải tiền khả dụng không trên màn hình hiện tại,0,0,0,0,1,0,0,0,0,0,0
ờ đã hiểu tôi hơi chưa rõ đc ko,0,1,0,0,0,0,0,0,0,0,0
số tiền còn lại trong ví là gì trên màn hình hiện tại,0,0,0,0,1,0,0,0,0,0,0
cần nhập gì khi đặt giá với ạ,0,0,0,0,0,0,1,0,0,0,0
không rõ lắm số tiền còn lại trong ví là gì đc ko,0,0,0,0,1,0,0,0,0,0,0
tim phien dau gia ạ,0,0,0,0,0,1,0,0,0,0,0
nyà tôi muốn gặp tvvv giúp tôi,0,0,0,1,0,0,0,0,0,0,0
tôi muốn đấu giá sản phẩm rồi xem deadline của phiên,0,0,0,0,0,0,1,0,1,0,0
alo chatbot và vì sao countdown nhảy thêm thời gian,1,0,0,0,0,0,0,0,0,1,0
thong tin nay giup ich nhieu cho nguoi moi với,0,0,1,0,0,0,0,0,0,0,0
mình chào bạn với ạ,1,0,0,0,0,0,0,0,0,0,0
số dư có vai trò gì khi thắng phiên,0,0,0,0,1,0,0,0,0,0,0
gặp bộ phận chăm sóc khách hàng trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
số dư có vai trò gì khi thắng phiên nhé,0,0,0,0,1,0,0,0,0,0,0
tôi đã rõ khi tôi đang dùng app,0,1,0,0,0,0,0,0,0,0,0
thông tin này giúp ích nhiều trên màn hình hiện tại,0,0,1,0,0,0,0,0,0,0,0
xem deadline của phiên tôi hơi chưa rõ,0,0,0,0,0,0,0,0,1,0,0
câu trả lời đúng ý tôi kèm theo cơ chế chống cướp giá cuối giờ,0,0,1,0,0,0,0,0,0,1,0
khi nao s du bi tru va gia hop le la gi khii bid,0,0,0,0,1,0,1,0,0,0,0
place bid như thế nào trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
chuyển tôi đến tư vấn viên xong rồi cách tham gia đặt giá,0,0,0,1,0,0,1,0,0,0,0
số dư là gì và quy trình đặt giá trong phòng,0,0,0,0,1,0,1,0,0,0,0
muon giu gia cao nhat thi lam sao tren man hinh hien tai ạ,0,0,0,0,0,0,1,0,0,0,0
cho hỏi sniping trong đấu ggiá ngĩha là gì khi tôi đang dùng app ạ,0,0,0,0,0,0,0,0,0,1,0
gia hạn tự động khi nào xảy ra đồng thời kiểm tra giờ kết thúc phiên,0,0,0,0,0,0,0,0,1,1,0
cho tôi số điện thoại hỗ trợ nói ngắn gọn thôi,0,0,0,1,0,0,0,0,0,0,0
kiểm tra time left trong hệ thống,0,0,0,0,0,0,0,0,1,0,0
pls liên hệ người phụ trách giúp tôi trên màn hình hiện tại,0,0,0,1,0,0,0,0,0,0,0
làm sao kiểm tra phiên đang hoạt động khi tôi đang dùng app,0,0,0,0,0,1,0,0,0,0,0
seller muốn đăng sản phẩm giúp tôi,0,0,0,0,0,0,0,1,0,0,0
chào buổi sáng sau đó giải thích chống sniping ...,1,0,0,0,0,0,0,0,0,1,0
vì sao countdown nhảy têm ttg,0,0,0,0,0,0,0,0,0,1,0
pls cna ho ttro truc tiep cho nguoi moi plz,0,0,0,1,0,0,0,0,0,0,0
tôi cần tăng giá hiện tại trên màn hình hiện tại,0,0,0,0,0,0,1,0,0,0,0
luật chống đặt giá phút cuối trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,1,0
kiểm tra giờ kết thúc phiên trong hệ thống,0,0,0,0,0,0,0,0,1,0,0
cần liên hệ admin khi tôi đang dùng app,0,0,0,1,0,0,0,0,0,0,0
đã hiểu giúp tôi,0,1,0,0,0,0,0,0,0,0,0
tôi hài lòng với ạ,0,0,1,0,0,0,0,0,0,0,0
tạo phiên cho sản phẩm mới,0,0,0,0,0,0,0,1,0,0,0
hướng dẫn đăng sản phẩm đấu giá và vì sao countdown nhảy thêm thời gian,0,0,0,0,0,0,0,1,0,1,0
ê tim auttion room giup toi,0,0,0,0,0,1,0,0,0,0,0
tôi đã rõ tôi hơi chưa rõ,0,1,0,0,0,0,0,0,0,0,0
cho tôi số điện thoại hỗ trợ rồi hướng dẫn bidder tham gia phiên,0,0,0,1,0,0,1,0,0,0,0
mình hỏi ngu tí so du trong he thong duoc hieu nhu the nao sau do bam nut nao de gui gia,0,0,0,0,1,0,1,0,0,0,0
cho tôi hỏi một chút nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
cho tôi hỏi một chút cho người mới,1,0,0,0,0,0,0,0,0,0,0
seller tạo đấu giá như thế nào,0,0,0,0,0,0,0,1,0,0,0
không rõ lắm làm sao kiểm tra phiên đang hoạt động nhé huhu,0,0,0,0,0,1,0,0,0,0,0
tại sao cần có số dư xong rồi cần nhập gì khi đặt giá,0,0,0,0,1,0,1,0,0,0,0
ket noi admin giup toi dong thoi bid bi tu choi thi kiem tra gi ...,0,0,0,1,0,0,1,0,0,0,0
giá hợp lệ là gì khi bid nói ngắn gọn thôi,0,0,0,0,0,0,1,0,0,0,0
đặt báo thức lúc 7 giờ trên màn hình hiện tại với,0,0,0,0,0,0,0,0,0,0,1
hơi gấp thiet lap buoc gia nhu the nao nhe gấp,0,0,0,0,0,0,0,1,0,0,0
seller tao dau gia nhu the naao trong eh thong,0,0,0,0,0,0,0,1,0,0,0
ờ ro roi sau do tao phien cho san pham moi ???,0,1,0,0,0,0,0,1,0,0,0
sniping trong dgia nghĩa là gì sau đó auction còn bao lâu,0,0,0,0,0,0,0,0,1,1,0
huong dan oti bi noi ngan gon thoi,0,0,0,0,0,0,1,0,0,0,0
làm sao tạo phiên đấu giá trong hệ thống,0,0,0,0,0,0,0,1,0,0,0
ờ hi rtro ly voi a đc ko,1,0,0,0,0,0,0,0,0,0,0
lobby có những phiên nào,0,0,0,0,0,1,0,0,0,0,0
phiên gần hết giờ chưa khi tôi đang dùng app,0,0,0,0,0,0,0,0,1,0,0
làm sao biết phiên sắp hết giờ trên màn hình hiện tại,0,0,0,0,0,0,0,0,1,0,0
cách lọc phiên đấu giá theo danh mục sau đó xem thời hạn phiên đấu giá,0,0,0,0,0,1,0,0,1,0,0
auto extend trong đấu giá là gì trong hệ thống,0,0,0,0,0,0,0,0,0,1,0
hướng dẫn tôi bid tôi hơi chưa rõ,0,0,0,0,0,0,1,0,0,0,0
auto extend trong dua gia laa gi cho nguoi moi ...,0,0,0,0,0,0,0,0,0,1,0
phản hồi rất ổn giúp tôi,0,0,1,0,0,0,0,0,0,0,0
chào hệ thống nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
hey assistant cho người mới,1,0,0,0,0,0,0,0,0,0,0
mình hỏi ngu tí tôi cần nói chuyện với người thật với ạ thanks,0,0,0,1,0,0,0,0,0,0,0
đổi mật khẩu wifi thế nào nói ngắn gọn thôi,0,0,0,0,0,0,0,0,0,0,1
cho tôi biết khái niệm số dư với ạ,0,0,0,0,1,0,0,0,0,0,0
hôm nay trời đẹp khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,0,1
hi trợ lý nói ngắn gọn thôi,1,0,0,0,0,0,0,0,0,0,0
không rõ lắm nấu phở như thế nào tôi hiơ chưa rõõ,0,0,0,0,0,0,0,0,0,0,1
quy trình đặt giá trong phòng giúp tôi,0,0,0,0,0,0,1,0,0,0,0
này toi can nguoi xu ly cho nguoi moi ạ,0,0,0,1,0,0,0,0,0,0,0
chào buổi sáng đồng thời làm sao xem danh sách đấu giá,1,0,0,0,0,1,0,0,0,0,0
dịch câu này sang tiếng Anh khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,0,1
không cần giải thích thêm giúp tôi,0,1,0,0,0,0,0,0,0,0,0
hd tìm phiên đang mở xong rồi giá hợp lệ là gì khi bid,0,0,0,0,0,1,1,0,0,0,0
tìm phiên theo tên sp và cách tham gia đặt giá,0,0,0,0,0,1,1,0,0,0,0
đếm ngược nằm ở chỗ nào nhé,0,0,0,0,0,0,0,0,1,0,0
gửi phiên để admin duyệt nhé,0,0,0,0,0,0,0,1,0,0,0
mình hỏi ngu tí luật chống đặt giá phút cuối kèm theo khi nào phien kết thúc,0,0,0,0,0,0,0,0,1,1,0
ờ bn lam tto lam sau do toi muon dau gia sp,0,0,1,0,0,0,1,0,0,0,0
cho tôi gặp bộ phận hỗ trợ và hướng dẫn bidder tham gia phiên,0,0,0,1,0,0,1,0,0,0,0
không cần giải thích thêm nhé,0,1,0,0,0,0,0,0,0,0,0
mình chào bạn và làm sao kiểm tra phien đang hoạt động,1,0,0,0,0,1,0,0,0,0,0
vậy là được sau đó làm sao gửi yêu cầu tạo phiên,0,1,0,0,0,0,0,1,0,0,0
trợ lý hữu ích quá trong hệ thống,0,0,1,0,0,0,0,0,0,0,0
tôi hài lòng cho người mới,0,0,1,0,0,0,0,0,0,0,0
hướng dẫn đăng sp đấu giá nhé,0,0,0,0,0,0,0,1,0,0,0
hôm nay trời đẹp cho người mới,0,0,0,0,0,0,0,0,0,0,1
cần hỗ trợ trực tiếp giúp tôi,0,0,0,1,0,0,0,0,0,0,0
vậy là được,0,1,0,0,0,0,0,0,0,0,0
help tìm phiên đấu giá đồng thời làm sao biết đặt giá thành công,0,0,0,0,0,1,1,0,0,0,0
hướng dẫn về chống đặt giá phút cuối khi tôi đang dùng app,0,0,0,0,0,0,0,0,0,1,0
đặt giá như thế nào tôi hơi chưa rõ thanks,0,0,0,0,0,0,1,0,0,0,0
create acution room thế nào trên mn hình hiện tại gấp,0,0,0,0,0,0,0,1,0,0,0
tại sao phiên tự kéo dài cho người mới,0,0,0,0,0,0,0,0,0,1,0
số dư ảnh hưởng gì khi đặt giá nhé,0,0,0,0,1,0,0,0,0,0,0
số dư trong hệ thống được hiểu như thế nào nói ngắn gọn thôi,0,0,0,0,1,0,0,0,0,0,0
tính giúp tôi căn bậc hai trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
muốn giữ giá cao nhất thì làm sao với ạ,0,0,0,0,0,0,1,0,0,0,0
thời tiết ngày mai sao trên màn hình hiện tại,0,0,0,0,0,0,0,0,0,0,1
số dư là gì kèm theo làm sao biết đặt giá thành công,0,0,0,0,1,0,1,0,0,0,0
chào bạn tôi hơi chưa rõ ...,1,0,0,0,0,0,0,0,0,0,0
thong tin nay giup ich nhieu,0,0,1,0,0,0,0,0,0,0,0
gthich chống sniping tôi hơi chưa rõ,0,0,0,0,0,0,0,0,0,1,0
help nau pho nhu the nao gấp,0,0,0,0,0,0,0,0,0,0,1
hơi gấp gửi phiên để admin duyệt với ạ nha,0,0,0,0,0,0,0,1,0,0,0
tôi mới vào hệ thống kèm theo tôi cần tăng giá hiện tại,1,0,0,0,0,0,1,0,0,0,0
tôi muốn dgia sản phẩm giúp tôi,0,0,0,0,0,0,1,0,0,0,0
so tien con lai trong vi al gi iup toi,0,0,0,0,1,0,0,0,0,0,0
