title,organization,description,seller_rating,seller_completed_rating,seller_cancel_rate,minimum_join_amount,bid_step,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,targeted_risk_type,description_style,review_status,auto_approve
Máy dán cạnh Homag - sẵn xem,Ban quản lý tòa nhà Hòa Bình,"máy dán cạnh công nghiệp, băng tải chạy ổn, kèm bộ ép cạnh. đã chạy thử chức năng cơ bản trong lúc kiểm kê. đã chạy thử chức năng cơ bản trong lúc kiểm kê. mới bật thử nhanh lúc kiểm kê, người mua xem trực tiếp sẽ rõ hơn. test tại chỗ trong thời gian hẹn xem, bên kho hỗ trợ cấp nguồn",3.59,0.85,0.2,72235673.91,17135827.51,493089188.37,20.016201,180,90,18,6,1,condition_unclear,professional,manual_review,0
Kho xưởng 1.200m2,Văn phòng môi giới địa phương,"kho xưởng, diện tích sử dụng khoảng 1200m2, có cổng xe tải. đã chạy thử chức năng cơ bản trong lúc kiểm kê. phù hợp người mua có nhu cầu dùng lại hoặc lấy về bảo trì định kỳ. giá và bước giá đặt theo mặt bằng thanh lý gần đây",4.17,0.91,0.03,936313123.5,372727262.62,8682159061.34,22.884536,1440,20,15,2,0,document_risk,professional,manual_review,0
Máy trộn bê tông 350L,Phòng vật tư thanh lý,"Máy trộn bê tông 350L - Phòng vật tư thanh lý. Bài viết đẹp nhưng giá và lịch vận hành chưa đủ căn cứ để tự động duyệt. Thông tin được ghi theo cách người bán cung cấp, không thêm trường ngoài dataset.",4.49,0.88,0.05,136675000.0,68338000.0,1708442685.22,21.258848,720,60,16,4,0,missing_information,normal,manual_review,0
Giường bệnh điện 3 chức năng,Đấu giá Việt Asset,"Giường bệnh điện 3 chức năng được mô tả còn hoạt động và có thể kiểm tra tại đơn vị bán. Bài đăng nêu tình trạng thiết bị, phụ kiện chính và phạm vi bàn giao. Một số thông tin chuyên môn như kiểm định, hiệu chuẩn, nguồn gốc hoặc điều kiện sử dụng chưa đủ rõ. Thiết bị thuộc nhóm cần kiểm tra thận trọng trước khi cho tự động duyệt. Người xem cần đối chiếu tại chỗ trước khi quyết định.",4.5,0.89,0.06,56199000.0,31222000.0,624434060.68,20.252356,120,90,13,4,0,regulated_item_risk,legal,manual_review,0
Máy siêu âm Mindray DC40 - sẵn xem,Đơn vị vận hành khu công nghiệp,"máy siêu âm, đầu dò theo danh sách, nguồn bật lên bình thường. có ảnh hiện trạng, cần thêm góc nào thì nhắn trước. một vài thông tin lấy từ người giữ kho, ảnh thực tế là căn cứ chính. mã trên thân và tên trong phiếu kho cần đối chiếu khi xem",4.36,0.67,0.19,949302.26,30377672.36,189860452.26,19.0618,720,150,14,0,0,inconsistent_description,normal,manual_review,0
Thẻ giữ xe tháng tòa nhà văn phòng,Đấu giá Việt Asset,"Thẻ giữ xe tháng tòa nhà văn phòng do Đấu giá Việt Asset đăng đấu giá. Mô tả lịch sự nhưng thời hạn sử dụng và điều kiện đặt cọc vẫn cần admin kiểm tra. Người xem được hẹn ở khung 15h, thông tin này chỉ dùng để đối chiếu thêm. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.52,0.91,0.08,28979000.0,18441000.0,263443240.64,19.389348,240,45,15,5,1,missing_information,legal,manual_review,0
Chỗ đậu xe nhà kho logistics - sẵn xem,Xưởng gỗ Gia Hưng,"chỗ đậu xe nhà kho, phù hợp xe giao nhận, thời gian dùng theo ca. hàng đang để ở kho, qua xem được trong giờ hành chính. phạm vi sử dụng sẽ đối chiếu theo phụ lục hợp đồng khi xem giấy. quyền sử dụng ghi theo hợp đồng hiện có, thời hạn xem tại văn phòng",3.77,0.84,0.09,88827399.37,493485.55,246742776.03,19.323857,45,60,3,6,1,ownership_or_usage_right_unclear,normal,manual_review,0
Xe tải Isuzu QKR thùng kín - có ảnh thật,Đấu giá Việt Asset,"xe tải nhẹ, thùng kín, hồ sơ xe đi kèm khi bàn giao, gia de mo phien thoi, qua xem roi quyet, lay tai kho, may chay deu, phu kien nhu hinh, co video ngan Tuy nhiên phiên này chuyển manual_review vì hồ sơ, thông số vận hành hoặc phạm vi bàn giao chưa đủ để tự động duyệt; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 22h ngày 0.",4.22,0.98,0.07,44462835.32,29868918.14,759353335.77,20.447978,720,30,22,0,0,document_risk,messy,manual_review,0
Vị trí để xe sân bay theo tháng - full bộ,Kho thu hồi thiết bị,"vị trí để xe sân bay theo tháng - full bộ, xem ok thi dat gia, may chay deu, co anh that, gia de mo phien vua tam, nhan tai kho trong tuan",3.83,0.76,0.14,9095497.42,4600791.94,243068827.95,19.308855,360,90,18,3,0,missing_information,normal,manual_review,0
Máy tiện CNC Mazak QT200,Kho thu hồi thiết bị,"Đăng máy tiện cnc mazak qt200, giá mở phiên vừa tầm, bên giữ hàng phản hồi nhanh. hồ sơ bản scan xem trước, bản giấy đối chiếu tại văn phòng khi hẹn. ảnh chụp tại kho, người mua xem thực tế rồi đặt cọc. ai cần chắc thì hẹn xem trước phiên cho tiện",4.32,0.85,0.05,223740330.48,204979936.14,3043785245.51,21.836368,60,0,13,3,0,document_risk,professional,manual_review,0
Máy pha cà phê La Marzocco Linea - full bộ,Bếp công nghiệp Sao Việt,"máy pha cà phê 2 group, bơm chạy đều, kèm tay pha. giá để mở phiên, người mua tự cân theo nhu cầu. giá khởi điểm để vừa tầm. nhận hàng tại kho trong tuần Tuy nhiên phiên này chuyển manual_review vì một phần thông tin cốt lõi vẫn cần admin xác nhận; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 8h ngày 3.",4.3,0.9,0.05,22835850.32,10474134.45,201848383.9,19.123027,360,30,8,3,0,missing_information,normal,manual_review,0
Nhà phố mặt tiền kinh doanh,Xưởng cơ khí Thành Công,"nhà phố mặt tiền kinh doanh, co test tai cho roi, gia de mo phien vua tam, co anh that, xem ok thi dat gia, nhan tai kho trong tuan Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 3.",3.87,0.73,0.15,2772031013.24,587206605.77,23597572309.11,23.88441,90,20,18,3,0,seller_risk,messy,manual_review,0
Máy hàn que Jasic ARC 200,Công ty TNHH An Phú,"máy hàn que jasic arc 200, co anh that, xem ok thi dat gia, may chay deu, co test tai cho roi, nhan tai kho trong tuan Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 11h ngày 5.",3.9,0.81,0.11,1364612.7,1615697.08,30388439.07,17.229573,60,90,11,5,1,seller_risk,normal,manual_review,0
Máy xúc đào Komatsu PC200,Bếp công nghiệp Sao Việt,"Máy xúc đào Komatsu PC200 có thông tin vận hành, phụ kiện chính và địa điểm kiểm tra. Mô tả khá kỹ thuật nhưng chưa có đủ căn cứ về tải thực tế, lịch bảo trì hoặc danh mục phụ kiện theo máy. người xem cần đối chiếu tại chỗ trước khi quyết định.",4.6,0.89,0.08,57201000.0,24515000.0,817150078.44,20.521333,120,45,20,1,0,document_risk,normal,manual_review,0
Xe lu rung Sakai SV512,Cửa hàng dụng cụ Tân Lợi,"Xe lu rung Sakai SV512 - Cửa hàng dụng cụ Tân Lợi. Người bán ghi máy còn chạy, tuy vậy điều kiện tháo dỡ và phần phụ kiện kèm theo còn mơ hồ. Mức cọc 176.666.000 và bước giá 88.333.000 đã được ghi riêng trong phiên.",4.61,0.9,0.09,176666000.0,88333000.0,2208330890.77,21.515503,180,60,11,1,0,missing_information,normal,manual_review,0
Máy khoan bản lề tự động - hồ sơ kèm theo,Kho thiết bị Bình An,"máy khoan bản lề, gá kẹp còn chắc, phù hợp xưởng nội thất. giá để mở phiên, người mua tự cân theo nhu cầu. người mua tự chuẩn bị điều kiện sử dụng phù hợp sau khi nhận. tem kiểm tra và phụ kiện chuyên dụng xem cùng hồ sơ bàn giao. ai rành món này qua xem sẽ dễ quyết hơn",4.28,0.6,0.21,6808849.06,149794679.27,680884905.77,20.338904,360,30,10,4,0,regulated_item_risk,normal,manual_review,0
Quyền sử dụng chỗ đậu xe tầng B2,Xưởng gỗ Gia Hưng,Quyền sử dụng chỗ đậu xe tầng B2 do Xưởng gỗ Gia Hưng đăng đấu giá. Bài viết có vẻ hợp lệ nhưng hợp đồng lưu trú và điều kiện bàn giao chưa đủ cụ thể. Giá khởi điểm 183.773.699 được giữ lại để so với mặt bằng cùng nhóm. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.,4.63,0.92,0.03,18377000.0,11026000.0,183773699.08,19.029216,360,30,18,0,0,document_risk,legal,manual_review,0
Máy cắt cỏ Husqvarna LC140 - sẵn xem,Bếp công nghiệp Sao Việt,"Máy cắt cỏ Husqvarna LC140 - sẵn xem có mô tả tương đối đầy đủ về tình trạng và cách xem hàng. Dù vậy số lượng phụ kiện, kích thước hoặc phạm vi bàn giao vẫn chưa rõ ở vài điểm quan trọng. bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.64,0.93,0.04,243000.0,154000.0,2206889.93,14.607095,720,45,18,6,1,document_risk,normal,manual_review,0
Toyota Vios 2019,Xưởng cơ khí Thành Công,"xe 4 chỗ, odo khoảng 52 vạn km, đăng kiểm còn hạn, bàn giao xe và chìa khóa. thông số chính được ghi theo tem máy và bảng bàn giao. thông số chính được ghi theo tem máy và bảng bàn giao. tên đơn vị trên tem và đơn vị bàn giao có thể cần đối chiếu lúc nhận. hàng gom trong lô thanh lý nhiều nguồn, phiếu nhận nằm ở văn phòng kho",3.62,0.62,0.21,7291870.22,1458374.04,729187021.6,20.407441,360,60,3,5,1,unclear_origin,professional,manual_review,0
Lô đất thổ cư 120m2,Đơn vị vận hành khu công nghiệp,"lô đất thổ cư, diện tích ghi theo giấy, đường vào xe máy Đơn vị bàn giao: Đơn vị vận hành khu công nghiệp. Mô tả đã ghi loại tài sản, tình trạng sử dụng và phạm vi bàn giao. phần chứng từ lưu ở bộ phận quản lý tài sản Hẹn xem hồ sơ tại điểm giữ tài sản.",3.67,0.71,0.16,869631827.04,90694606.2,5468856832.01,22.422335,20,60,5,4,0,document_risk,professional,manual_review,0
Bồn nước inox 1000L - hồ sơ kèm theo,Bếp công nghiệp Sao Việt,"bồn inox đứng, đã vệ sinh, giao tại nhà kho, moi don so bo, thong tin theo ben giao, phu kien nhu hinh, co test nguon roi Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 18h ngày 2.",3.98,0.78,0.11,2453685.82,1768496.42,34439783.92,17.354723,360,20,18,2,0,seller_risk,messy,manual_review,0
Yamaha Exciter 155 VVA,Nhà hàng thanh lý nội bộ,yamaha exciter 155 vva đang để ở kho. người mua xem trực tiếp được. phụ kiện theo ảnh. mình đăng hơi vội nhưng thông tin chính đủ để xem hàng. đã kiểm tra chức năng chính Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 17h ngày 1.,3.85,0.82,0.09,32408805.42,41425200.72,605038868.52,20.220803,360,60,17,1,0,seller_risk,messy,manual_review,0
Quyền thuê mặt bằng tầng trệt,Kho thiết bị Bình An,"Đăng quyền thuê mặt bằng tầng trệt, tài sản đang để trong kho, có người hỗ trợ cấp nguồn khi xem. thiết bị cần người có chuyên môn xem qua trước khi nhận. thiết bị cần người có chuyên môn xem qua trước khi nhận. ai cần chắc thì hẹn xem trước phiên cho tiện",4.91,0.88,0.08,2934355458.69,915363029.71,22912020414.07,23.854928,120,60,11,0,0,condition_unclear,legal,manual_review,0
Yamaha Exciter 155 VVA - có ảnh thật,Bếp công nghiệp Sao Việt,"ai cần thật thì gọi trước nha. test rồi. máy chạy đều. có ảnh. lấy nhanh thì tiện, để kho hơi chật rồi. xe côn tay, máy zin, đã thay nhớt gần đây Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 22h ngày 3.",4.19,0.84,0.02,54236966.46,38315425.54,531309661.3,20.090856,90,90,22,3,0,seller_risk,spam,manual_review,0
Giường spa điện 3 motor,Công ty logistics Đông Dương,"Đăng giường spa điện 3 motor, món này bên kho giữ gìn, thông tin chính ghi theo phiếu kiểm kê. thiết bị cần người có chuyên môn xem qua trước khi nhận. thiết bị cần người có chuyên môn xem qua trước khi nhận. ai cần chắc thì hẹn xem trước phiên cho tiện",4.81,0.85,0.05,7783699.8,6564762.0,125614326.72,18.648727,60,20,17,6,1,condition_unclear,professional,manual_review,0
Tủ bảo quản vaccine,Cửa hàng Minh Phát,"Đăng tủ bảo quản vaccine, món này bên kho giữ gìn, thông tin chính ghi theo phiếu kiểm kê. thiết bị cần người có chuyên môn xem qua trước khi nhận. quyền sử dụng hoặc điều kiện bàn giao xem theo phụ lục hợp đồng. ai cần chắc thì hẹn xem trước phiên cho tiện",4.68,0.88,0.07,24181073.48,24395447.82,337783064.75,19.637914,360,20,16,3,0,condition_unclear,normal,manual_review,0
Máy rửa chén Hobart AMX - sẵn xem,Đấu giá Việt Asset,"máy rửa chén nhà hàng, kèm rổ và đầu nối nước Đơn vị cung cấp thông tin: Đấu giá Việt Asset. người tham gia cần đối chiếu điều kiện bàn giao, phạm vi quyền sử dụng và lịch nhận tài sản hàng gom trong lô thanh lý nhiều nguồn, phiếu nhận nằm ở văn phòng kho nguồn hàng ghi theo sổ kho, bản giấy xem trực tiếp khi hẹn",4.9,0.97,0.02,9242765.73,3080921.91,19255761.94,16.773321,180,180,21,4,0,unclear_origin,legal,manual_review,0
Máy cắt dây EDM Sodick,Ban quản lý tòa nhà Hòa Bình,"Đăng máy cắt dây edm sodick, tài sản đang để trong kho, có người hỗ trợ cấp nguồn khi xem. thiết bị cần người có chuyên môn xem qua trước khi nhận. quyền sử dụng hoặc điều kiện bàn giao xem theo phụ lục hợp đồng. ai cần chắc thì hẹn xem trước phiên cho tiện",4.24,0.94,0.06,92454136.99,146334625.5,2150022503.08,21.488744,720,20,7,1,0,condition_unclear,legal,manual_review,0
Máy điện tim 12 kênh GE - sẵn xem,Công ty TNHH An Phú,"Đăng máy điện tim 12 kênh ge - sẵn xem, món này bên kho giữ gìn, thông tin chính ghi theo phiếu kiểm kê. hồ sơ bản scan xem trước, bản giấy đối chiếu tại văn phòng khi hẹn. mã trên thân và tên trong phiếu kho sẽ đối chiếu khi xem trực tiếp. ai cần chắc thì hẹn xem trước phiên cho tiện",4.75,0.82,0.03,62807337.66,27474815.97,493241787.22,20.01651,240,60,15,2,0,price_anomaly,professional,manual_review,0
Bơm thủy lực công trình - sẵn xem,Đơn vị vận hành khu công nghiệp,"bơm thủy lực dùng công trình, đầu nối theo bộ đang có. giá để mở phiên, người mua tự cân theo nhu cầu. người mua tự chuẩn bị điều kiện sử dụng phù hợp sau khi nhận. tem kiểm tra và phụ kiện chuyên dụng xem cùng hồ sơ bàn giao. ai rành món này qua xem sẽ dễ quyết hơn",4.13,0.83,0.15,344175242.93,5736254.05,956042341.47,20.678313,180,150,15,1,0,regulated_item_risk,normal,manual_review,0
Trung tâm gia công Haas VF2 - có ảnh thật,Ngân hàng xử lý tài sản,"trung tâm gia công CNC, hành trình trục ghi theo bảng máy Đơn vị cung cấp thông tin: Ngân hàng xử lý tài sản. tài sản được bàn giao theo hiện trạng và danh mục kèm biên bản đối với tài sản có hồ sơ pháp lý, người mua xem bản scan và bản giấy tại buổi làm việc mới bật thử nhanh lúc kiểm kê, người mua xem trực tiếp sẽ rõ hơn test tại chỗ trong thời gian hẹn xem, bên kho hỗ trợ cấp nguồn",4.39,0.57,0.2,168444778.66,206777038.62,2196196885.9,21.509993,20,150,15,5,1,condition_unclear,legal,manual_review,0
Máy cắt dây EDM Sodick - full bộ,Công ty logistics Đông Dương,"máy cắt dây EDM, bể và tủ điều khiển theo máy. bàn giao theo đúng những món đang có tại điểm nhận. mức giá này áp dụng cho lô chốt trong tuần, người mua tự so thêm thị trường. giá mở phiên lấy theo đề xuất của chủ kho để ra hàng nhanh",3.46,0.87,0.21,200710265.26,1651036596.71,6604146386.85,22.610964,180,0,15,3,0,price_anomaly,normal,manual_review,0
Máy dán cạnh Homag,Xưởng cơ khí Thành Công,"máy dán cạnh homag, gia de mo phien vua tam, co test tai cho roi, may chay deu, nhan tai kho trong tuan, phu kien nhu hinh",3.82,0.81,0.13,70708496.83,13606275.37,561040189.92,20.145303,60,30,10,3,0,condition_unclear,normal,manual_review,0
Xe nâng điện Toyota 8FBN,Văn phòng môi giới địa phương,"xe nâng điện, bình còn dùng được, kèm sạc và càng tiêu chuẩn Đơn vị bàn giao: Văn phòng môi giới địa phương. Giá khởi điểm và bước giá được đặt theo giá trị tham khảo của tài sản cùng loại. nguồn hàng ghi theo sổ kho, bản giấy xem trực tiếp khi hẹn Hẹn xem hồ sơ tại điểm giữ tài sản.",4.43,0.88,0.07,2310802.07,2772962.48,462160413.68,19.951423,90,90,6,6,1,unclear_origin,professional,manual_review,0
Máy tiện CNC Mazak QT200,Kho thu hồi thiết bị,máy tiện cnc mazak qt200 đang để ở kho. người mua xem trực tiếp được. đã kiểm tra chức năng chính. mình đăng hơi vội nhưng thông tin chính đủ để xem hàng. bàn giao trong tuần Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 16h ngày 1.,3.59,0.67,0.08,133485885.31,38887300.69,1224114693.5,20.925484,60,20,16,1,0,seller_risk,messy,manual_review,0
Máy chấn tôn Yawei 110T - có ảnh thật,Đội xe vận tải Long Hải,"Máy chấn tôn Yawei 110T - có ảnh thật có thông tin vận hành, phụ kiện chính và địa điểm kiểm tra. Mô tả khá kỹ thuật nhưng chưa có đủ căn cứ về tải thực tế, lịch bảo trì hoặc danh mục phụ kiện theo máy. một vài chi tiết chỉ được xác nhận khi xem trực tiếp.",4.32,0.91,0.06,148920000.0,94768000.0,1353821603.07,21.026197,240,90,14,2,0,missing_information,normal,manual_review,0
Xe tải Isuzu QKR thùng kín,Phòng thiết bị bệnh viện tư,"xe tải nhẹ, thùng kín, hồ sơ xe đi kèm khi bàn giao, gia de mo phien thoi, qua xem roi quyet, co video ngan, lay tai kho, phu kien nhu hinh Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 9h ngày 1.",3.94,0.72,0.11,42101733.57,39454831.06,550093804.79,20.125599,60,60,9,1,0,seller_risk,messy,manual_review,0
Xe lu rung Sakai SV512 - hồ sơ kèm theo,Trung tâm máy công trình cũ,"Đăng xe lu rung sakai sv512 - hồ sơ kèm theo, giá mở phiên vừa tầm, bên giữ hàng phản hồi nhanh. phụ kiện nhỏ chốt theo danh sách lúc bàn giao. thiết bị cần người có chuyên môn xem qua trước khi nhận. ai cần chắc thì hẹn xem trước phiên cho tiện",4.89,0.86,0.04,65271282.68,51712186.8,698049410.64,20.3638,90,45,18,2,0,condition_unclear,legal,manual_review,0
Máy điện tim 12 kênh GE,Văn phòng môi giới địa phương,"Máy điện tim 12 kênh GE do Văn phòng môi giới địa phương đăng đấu giá. Mô tả nghiêm túc nhưng nguồn gốc, phụ kiện và tình trạng kiểm định chưa đủ rõ. Bài đăng do Văn phòng môi giới địa phương đưa lên, phần còn lại kiểm tra theo hồ sơ khi xem hàng. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.35,0.84,0.09,4043000.0,2022000.0,50541650.73,17.738308,120,60,9,0,0,condition_unclear,legal,manual_review,0
Quyền sử dụng chỗ đậu xe tầng B2 - full bộ,Công ty TNHH An Phú,"quyền sử dụng chỗ đậu xe tầng b2 - full bộ, may chay deu, gia de mo phien vua tam, nhan tai kho trong tuan, co anh that, xem ok thi dat gia",3.88,0.69,0.12,34160105.08,17314089.14,264711323.76,19.39415,180,60,21,6,1,missing_information,spam,manual_review,0
Máy cưa đĩa DeWalt DWE560,Kho thiết bị Bình An,"máy cưa đĩa, lưỡi theo máy, chạy đều. có ảnh hiện trạng, cần thêm góc nào thì nhắn trước. hẹn xem được buổi chiều. giá khởi điểm để vừa tầm",4.43,0.9,0.08,525338.86,212090.59,9022512.25,16.015233,180,45,6,1,0,inconsistent_description,normal,manual_review,0
Quyền dùng phòng lưu trú công nhân,Trung tâm máy công trình cũ,"quyền dùng phòng lưu trú công nhân, may chay deu, nhan tai kho trong tuan, xem ok thi dat gia, phu kien nhu hinh, co anh that Tuy nhiên phiên này chuyển manual_review vì chỉ số hoàn tất hoặc lịch sử giao dịch của người bán chưa đủ chắc; người tham gia có thể đối chiếu thêm trong lịch xem khoảng 14h ngày 5.",3.94,0.67,0.14,5197862.71,2477488.31,40638573.68,17.520228,120,20,14,5,1,seller_risk,spam,manual_review,0
Máy dán cạnh Homag - có ảnh thật,Đấu giá Việt Asset,"Máy dán cạnh Homag - có ảnh thật do Đấu giá Việt Asset đăng đấu giá. Người bán ghi máy chạy ổn, tuy vậy điều kiện tháo dỡ và phụ kiện đi kèm còn thiếu. Lịch đấu rơi vào ngày 0, người tham gia có thể hỏi thêm trước khi đặt cọc. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.39,0.88,0.05,49660000.0,16553000.0,827666471.65,20.534121,720,60,11,0,0,condition_unclear,professional,manual_review,0
Quyền thuê mặt bằng tầng trệt,Kho thiết bị Bình An,"Quyền thuê mặt bằng tầng trệt do Kho thiết bị Bình An đăng đấu giá. Bài viết có vẻ ổn nhưng phần xem hàng và điều kiện tháo lắp còn mơ hồ. Thông tin được ghi theo cách người bán cung cấp, không thêm trường ngoài dataset. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.4,0.89,0.06,751777000.0,322190000.0,10739671622.38,23.09721,120,90,15,1,0,ownership_or_usage_right_unclear,legal,manual_review,0
Honda SH 150i 2021 - có ảnh thật,Văn phòng môi giới địa phương,"xe tay ga, máy êm, giấy đăng ký và biển số theo xe. hàng đang để ở kho, qua xem được trong giờ hành chính. hẹn xem được buổi chiều. phụ kiện đúng như ảnh",3.87,0.78,0.09,7820249.0,5548912.56,81057813.48,18.210673,120,20,12,1,0,inconsistent_description,normal,manual_review,0
Ford Transit 16 chỗ 2018,Công ty logistics Đông Dương,"Ford Transit 16 chỗ 2018 được mô tả ngoại hình gọn, vận hành ổn và có thể xem trực tiếp tại Công ty logistics Đông Dương. Hồ sơ xe hoặc phạm vi giấy tờ bàn giao chưa nêu thành danh mục rõ ràng, vì vậy không nên auto approve dù seller có điểm tốt. một vài chi tiết chỉ được xác nhận khi xem trực tiếp.",4.42,0.91,0.08,13788000.0,7660000.0,153203311.22,18.847276,240,45,21,6,1,document_risk,professional,manual_review,0
Kho xưởng 1.200m2 - full bộ,Đơn vị vận hành khu công nghiệp,"giá tốt giá tốt xem là thích. kho xưởng, diện tích sử dụng khoảng 1200m2, có cổng xe tải. ảnh chính thể hiện món bán, phần danh mục do người đăng chọn theo lô kho. đẹp đẹp dùng ổn ai lấy nhắn liền. lô được đăng chung trong nhóm tài sản đang thanh lý nên tên mục có thể cần nhìn kỹ",3.66,0.62,0.15,4878564.31,2927138.58,487856430.59,20.005532,90,30,11,1,0,category_mismatch,spam,manual_review,0
Kho xưởng 1.200m2,Nhà hàng thanh lý nội bộ,"Kho xưởng 1.200m2 được giới thiệu với vị trí và công năng khá rõ. Người bán nêu có hồ sơ liên quan đến quyền sử dụng hoặc quyền thuê. Diện tích, thời hạn sử dụng và điều kiện bàn giao được mô tả ở mức tổng quát. Tuy nhiên phần tình trạng pháp lý, phụ lục hợp đồng hoặc phạm vi chuyển nhượng chưa đủ căn cứ để tự duyệt. Bài đăng khá chỉn chu nhưng còn khoảng trống về chứng từ.",4.44,0.93,0.1,2121966000.0,1350342000.0,19290599954.51,23.682884,720,90,14,6,1,missing_information,legal,manual_review,0
Máy cắt dây EDM Sodick,Công ty logistics Đông Dương,"Máy cắt dây EDM Sodick do Công ty logistics Đông Dương đăng đấu giá. Thông tin kỹ thuật có vẻ nghiêm túc nhưng thiếu biên bản vận hành hoặc thông số phụ. Người xem được hẹn ở khung 8h, thông tin này chỉ dùng để đối chiếu thêm. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.45,0.84,0.03,22320000.0,7440000.0,372002854.45,19.734412,120,30,8,4,0,condition_unclear,professional,manual_review,0
Bếp chiên nhúng đôi - full bộ,Ngân hàng xử lý tài sản,"bếp chiên nhúng đôi, giỏ chiên theo máy, điện vào bình thường. có ảnh hiện trạng, cần thêm góc nào thì nhắn trước. nhận hàng tại kho trong tuần. hẹn xem được buổi chiều. phụ kiện đúng như ảnh",4.31,0.83,0.03,20941335.89,12359330.39,218788960.03,19.203618,360,20,21,0,0,missing_information,normal,manual_review,0
Honda SH 150i 2021 - hồ sơ kèm theo,Văn phòng môi giới địa phương,"xe tay ga, máy êm, giấy đăng ký và biển số theo xe, co gi nhan minh gui them anh, tên đơn vị trên tem và đơn vị bàn giao có thể cần đối chiếu lúc nhận, hàng gom trong lô thanh lý nhiều nguồn, phiếu nhận nằm ở văn phòng kho",4.44,0.67,0.08,97914642.95,407977.68,203988839.49,19.133576,720,150,12,3,0,unclear_origin,messy,manual_review,0
Máy hàn MIG Lincoln Electric,Đơn vị vận hành khu công nghiệp,"Máy hàn MIG Lincoln Electric do Đơn vị vận hành khu công nghiệp đăng đấu giá. Người đăng ghi máy còn hoạt động, tuy vậy điện áp, phụ kiện và tình trạng bảo trì chưa rõ. Mức cọc 60.432.000 và bước giá 33.573.000 đã được ghi riêng trong phiên. Nội dung này giữ văn phong nghiêm túc nhưng vẫn theo đúng trạng thái xét duyệt của mẫu.",4.48,0.87,0.06,60432000.0,33573000.0,671468084.69,20.324977,360,90,20,1,0,condition_unclear,professional,manual_review,0
Máy bào cuốn Felder,Bếp công nghiệp Sao Việt,"máy bào cuốn, bàn bào phẳng, motor hoạt động đều, may chay bt, test tai cho dc, mức giá này áp dụng cho lô chốt trong tuần, người mua tự so thêm thị trường, giá mở phiên lấy theo đề xuất của chủ kho để ra hàng nhanh, ib truoc de hen nguoi mo kho",3.72,0.86,0.17,93717655.08,2640241.75,880080584.97,20.595524,90,180,0,5,1,price_anomaly,messy,manual_review,0
Ghế tập tạ Matrix - sẵn xem,Garage Hoàng Gia,"ghế tập tạ, khung chắc, đệm còn dùng tốt. đồ dùng rồi nhưng còn giữ gìn, nhìn ngoài dễ đánh giá hơn ảnh. ảnh chụp lúc nhập kho, hàng nhận theo hiện trạng tại ngày bàn giao. một vài thông tin lấy từ người giữ kho, ảnh thực tế là căn cứ chính. ai rành món này qua xem sẽ dễ quyết hơn",3.59,0.67,0.08,121669520.01,675941.78,337970888.92,19.63847,360,180,18,2,0,inconsistent_description,normal,manual_review,0
Máy rửa xe Karcher K5 - sẵn xem,Trung tâm máy công trình cũ,"máy rửa xe áp lực, kèm dây và súng phun, co gi nhan minh gui them anh, người mua nên qua xem rồi hỏi thêm phần mình cần, một số ảnh chi tiết để bên kho gửi thêm sau buổi xem",4.11,0.88,0.16,2992372.85,4069255.12,35079839.96,17.373137,60,180,1,3,0,missing_information,messy,manual_review,0
