title,description,seller_rating,seller_completed_auctions,seller_cancel_rate,title_length,desc_length,num_positive_keywords,num_negative_keywords,start_price,start_price_log,duration_minutes,extension_seconds,start_hour,day_of_week,is_weekend,auto_approve
fujifilm xt30 it dung,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem it dung. co dac diem bao hanh. co dac diem zin. da su dung on dinh. chat luong tot. nguon goc ro rang,4.98,217,0.284,21,169,4,0,35884964,17.39583,180,45,15,2,0,1
canon eos chinh hang,san pham thuoc nhom camera. ten san pham canon eos. co dac diem chinh hang. chat luong tot. co the giao dich truc tiep. thong tin trung thuc. ho tro kiem tra,2.34,92,0.162,20,157,2,1,37462620,17.43885,240,45,11,0,0,0
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem dep. co dac diem bao hanh. ho tro kiem tra. ngoai hinh dep. chat luong tot. da su dung on dinh,3.95,227,0.035,24,166,3,0,41232278,17.53473,60,60,20,1,0,1
beats studio buds fullbox,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem fullbox. co dac diem it dung. mo ta chi tiet. ho tro kiem tra. ngoai hinh dep. chat luong tot,2.17,68,0.272,25,167,4,0,26588557,17.09599,60,60,11,5,1,1
seiko 5 bao hanh,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem bao hanh. luu y khong ro. mo ta chi tiet. nguon goc ro rang,2.59,24,0.029,16,122,1,2,31804961,17.27513,120,15,0,6,1,0
iphone 13 cao cap,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem cao cap. mo ta chi tiet. thong tin trung thuc. co hoa don. ngoai hinh dep,3.51,33,0.237,17,141,2,1,11499308,16.2578,30,15,21,2,0,1
beats studio buds moi,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem moi. co dac diem dep. luu y cu. thong tin trung thuc. chat luong tot. da su dung on dinh,3.09,163,0.24,21,162,3,2,23348070,16.96602,90,90,7,6,1,0
galaxy buds chinh hang,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. ho tro kiem tra. co hoa don. chat luong tot,3.14,176,0.415,22,123,2,0,32065429,17.28329,60,15,13,6,1,1
macbook air m1 day du phu kien,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem dep. co dac diem day du phu kien. nguon goc ro rang. da su dung on dinh. ngoai hinh dep,1.88,20,0.19,30,156,2,0,16126721,16.59599,120,90,22,5,1,0
nikon d750 bao hanh xuoc,san pham thuoc nhom camera. ten san pham nikon d750. co dac diem bao hanh. luu y xuoc. co hoa don. chat luong tot. mo ta chi tiet. nguon goc ro rang. hinh anh that,1.61,248,0.241,24,163,2,1,12528060,16.34348,30,45,8,1,0,0
iphone 14 pro,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. ho tro kiem tra. da su dung on dinh. co hoa don,4.14,127,0.449,13,107,0,0,31167337,17.25488,180,15,10,0,0,1
macbook air m1 dep,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem dep. mo ta chi tiet. co hoa don. da su dung on dinh,4.31,31,0.439,18,120,1,0,48011532,17.68695,45,60,14,1,0,1
iphone 14 pro cao cap vo,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem dep. co dac diem cao cap. luu y vo. nguon goc ro rang. hinh anh that. co the giao dich truc tiep. thong tin trung thuc,2.92,76,0.089,24,190,2,2,3545533,15.0812,240,120,6,0,0,0
casio gshock gap,san pham thuoc nhom dong ho. ten san pham casio gshock. luu y gap. hinh anh that. chat luong tot,3.75,39,0.167,16,96,1,1,6054894,15.61638,45,30,15,0,0,0
airpods pro,san pham thuoc nhom tai nghe. ten san pham airpods pro. nguon goc ro rang. chat luong tot,1.93,142,0.355,11,89,1,0,23358098,16.96645,240,60,23,1,0,0
casio gshock zin,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem chinh hang. co dac diem zin. ngoai hinh dep. chat luong tot. mo ta chi tiet. co hoa don,1.75,89,0.146,16,155,4,0,31483437,17.26497,60,90,17,1,0,0
asus tuf nguyen seal,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem nguyen seal. ngoai hinh dep. da su dung on dinh,3.93,226,0.008,20,110,2,0,24482672,17.01348,240,90,7,2,0,1
fujifilm xt30 dep,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem dep. ho tro kiem tra. da su dung on dinh. thong tin trung thuc. hinh anh that,1.39,168,0.03,17,145,1,1,8759003,15.98559,45,15,6,0,0,0
iphone 13 zin test,san pham thuoc nhom dien thoai. ten san pham iphone 13. co dac diem cao cap. co dac diem zin. luu y test. hinh anh that. mo ta chi tiet,3.62,237,0.4,18,135,2,1,5415810,15.50483,90,120,1,2,0,1
casio gshock tot,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem tot. co dac diem moi. co hoa don. co the giao dich truc tiep,4.78,245,0.234,16,128,2,0,6843102,15.73875,180,30,17,3,0,1
sony a6400 it dung,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem dep. co dac diem it dung. luu y can sua. luu y loi. co the giao dich truc tiep. nguon goc ro rang. ngoai hinh dep. co hoa don. mo ta chi tiet,3.02,168,0.071,18,206,2,2,40309663,17.5121,90,45,10,4,0,1
galaxy buds it dung,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem it dung. thong tin trung thuc. ngoai hinh dep. mo ta chi tiet,2.5,140,0.417,19,129,2,1,17101632,16.65468,60,60,14,3,0,0
samsung s23 chinh hang,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem moi. co dac diem chinh hang. mo ta chi tiet. ho tro kiem tra. hinh anh that,4.09,241,0.31,22,145,2,0,18569169,16.73701,120,90,17,4,0,1
macbook air m1,san pham thuoc nhom laptop. ten san pham macbook air m1. co hoa don. ho tro kiem tra. mo ta chi tiet,1.93,207,0.135,14,100,0,0,38334745,17.46187,90,90,6,5,1,0
beats studio buds it dung,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem it dung. luu y khong ro. hinh anh that. da su dung on dinh. co the giao dich truc tiep. ngoai hinh dep,1.22,197,0.15,25,176,2,2,29195674,17.18953,90,15,7,5,1,0
canon eos chinh hang,san pham thuoc nhom camera. ten san pham canon eos. co dac diem chinh hang. co dac diem moi. ngoai hinh dep. nguon goc ro rang. ho tro kiem tra. co hoa don,3.79,39,0.023,20,155,3,0,49145406,17.71029,90,60,19,4,0,1
asus tuf bao hanh,san pham thuoc nhom laptop. ten san pham asus tuf. co dac diem bao hanh. chat luong tot. hinh anh that,3.19,67,0.038,17,102,2,0,33726779,17.3338,90,120,4,6,1,1
sony a6400 like new,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem like new. co dac diem dep. co the giao dich truc tiep. co hoa don. da su dung on dinh,2.29,236,0.259,19,150,2,0,7601751,15.84389,180,60,13,2,0,1
galaxy buds bao hanh,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem moi. co dac diem bao hanh. thong tin trung thuc. nguon goc ro rang. chat luong tot. hinh anh that. co the giao dich truc tiep,1.8,95,0.07,20,193,3,1,48937918,17.70606,240,15,3,5,1,0
sony a6400 nguyen seal,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. co dac diem nguyen seal. co dac diem fullbox. luu y mat phu kien. mo ta chi tiet. ngoai hinh dep. thong tin trung thuc. co the giao dich truc tiep,3.19,192,0.116,22,223,4,2,32465348,17.29568,120,120,4,5,1,1
xiaomi 13 chinh hang,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem chinh hang. co dac diem moi. co hoa don. mo ta chi tiet,4.16,158,0.122,20,123,2,0,31252992,17.25763,180,15,2,3,0,1
airpods pro mo ta so sai,san pham thuoc nhom tai nghe. ten san pham airpods pro. luu y mo ta so sai. ho tro kiem tra. chat luong tot,4.47,136,0.04,24,107,1,1,13396288,16.41049,120,60,17,5,1,1
hp spectre it dung,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem it dung. ho tro kiem tra. thong tin trung thuc,2.42,77,0.106,18,111,1,1,33688416,17.33266,60,15,20,2,0,1
oppo find x5 nguyen seal,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. co dac diem day du phu kien. co dac diem bao hanh. ngoai hinh dep. mo ta chi tiet. da su dung on dinh. co the giao dich truc tiep. co hoa don,1.61,248,0.141,24,225,4,0,40675618,17.52114,60,60,17,1,0,1
hp spectre bao hanh khong ro,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem bao hanh. co dac diem moi. luu y khong ro. ho tro kiem tra. co the giao dich truc tiep. ngoai hinh dep,1.74,214,0.396,28,167,3,2,48843481,17.70413,30,45,13,3,0,0
sony wh-1000xm5 chinh hang,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. co dac diem chinh hang. thong tin trung thuc. mo ta chi tiet. ngoai hinh dep,3.75,91,0.036,26,158,3,1,32034233,17.28232,45,90,19,3,0,1
sony wh-1000xm5 bao hanh,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem bao hanh. co dac diem it dung. co dac diem like new. da su dung on dinh. hinh anh that,4.7,243,0.186,24,158,3,0,49869383,17.72492,180,30,6,0,0,1
seiko 5 like new,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem like new. co dac diem day du phu kien. luu y can sua. ho tro kiem tra. da su dung on dinh. hinh anh that. co hoa don. chat luong tot,2.81,211,0.395,16,195,3,1,16540100,16.6213,120,90,12,5,1,0
apple watch moi,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem moi. nguon goc ro rang. da su dung on dinh. co hoa don. chat luong tot. hinh anh that,3.76,231,0.064,15,152,2,0,43409138,17.58618,90,15,23,4,0,1
sony a6400 chinh hang,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem chinh hang. thong tin trung thuc. mo ta chi tiet. chat luong tot. hinh anh that. nguon goc ro rang,2.3,166,0.408,21,163,2,1,11055452,16.21843,180,120,3,0,0,0
casio gshock,san pham thuoc nhom dong ho. ten san pham casio gshock. luu y khong ro. da su dung on dinh. ngoai hinh dep. thong tin trung thuc,1.18,43,0.411,12,128,1,2,37999497,17.45308,240,120,4,1,0,0
macbook air m1 zin,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem zin. co the giao dich truc tiep. nguon goc ro rang. mo ta chi tiet,1.01,195,0.114,18,135,1,0,30828987,17.24397,90,60,17,6,1,0
galaxy watch zin,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem zin. co the giao dich truc tiep. hinh anh that. mo ta chi tiet. co hoa don. nguon goc ro rang,3.48,142,0.369,16,161,1,0,13984323,16.45345,30,30,4,0,0,1
iphone 14 pro tot,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem tot. co dac diem moi. co dac diem nguyen seal. co the giao dich truc tiep. da su dung on dinh,4.97,41,0.302,17,165,3,0,41059539,17.53053,180,120,22,4,0,1
sony a6400 chinh hang mat phu kien,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem nguyen seal. co dac diem chinh hang. co dac diem fullbox. luu y mat phu kien. da su dung on dinh. ngoai hinh dep,1.26,120,0.061,34,177,4,1,46665121,17.65851,240,45,10,4,0,0
thinkpad x1 it dung,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem it dung. co dac diem cao cap. thong tin trung thuc. co hoa don. da su dung on dinh. ngoai hinh dep. nguon goc ro rang,2.04,147,0.448,19,183,3,1,23796695,16.98506,45,90,18,3,0,0
seiko 5 like new hong,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem like new. co dac diem moi. co dac diem it dung. luu y hong. thong tin trung thuc. da su dung on dinh. ngoai hinh dep,1.18,89,0.252,21,179,4,1,42832138,17.5728,45,15,20,1,0,0
airpods pro nguyen seal,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem nguyen seal. ho tro kiem tra. thong tin trung thuc,2.58,145,0.277,23,118,1,1,2004034,14.51067,240,30,6,2,0,0
seiko 5 bao hanh,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. co dac diem bao hanh. chat luong tot. da su dung on dinh. hinh anh that. ngoai hinh dep,3.08,144,0.326,16,155,4,0,21223037,16.8706,120,90,0,1,0,1
galaxy buds,san pham thuoc nhom tai nghe. ten san pham galaxy buds. ho tro kiem tra. da su dung on dinh,3.51,215,0.075,11,91,0,0,40697106,17.52167,90,30,19,0,0,1
galaxy buds fullbox,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem fullbox. co dac diem zin. chat luong tot. co hoa don. mo ta chi tiet. ngoai hinh dep,2.21,28,0.168,19,152,4,0,2559538,14.75534,240,30,2,3,0,1
galaxy watch it dung test,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem it dung. luu y test. luu y mat phu kien. mo ta chi tiet. hinh anh that. chat luong tot,2.55,221,0.235,25,154,2,2,325808,12.69407,60,15,21,6,1,0
samsung s23 cao cap,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem dep. co dac diem cao cap. thong tin trung thuc. co hoa don,3.56,53,0.144,19,128,2,1,12971519,16.37827,60,45,17,2,0,1
samsung s23 chinh hang,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem chinh hang. ngoai hinh dep. ho tro kiem tra. thong tin trung thuc,2.08,241,0.317,22,135,2,1,19059773,16.76309,120,30,5,0,0,0
beats studio buds,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co the giao dich truc tiep. da su dung on dinh,1.22,109,0.176,17,108,0,0,47340112,17.67287,120,90,20,6,1,0
casio gshock it dung,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem it dung. luu y mo ta so sai. thong tin trung thuc. nguon goc ro rang. co the giao dich truc tiep. da su dung on dinh. ho tro kiem tra,2.87,116,0.14,20,201,1,2,43296200,17.58358,180,60,15,1,0,0
hp spectre bao hanh,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem bao hanh. chat luong tot. thong tin trung thuc. hinh anh that. ngoai hinh dep,2.9,89,0.215,19,142,3,1,11512297,16.25893,60,45,19,4,0,1
xiaomi 13 fullbox,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem nguyen seal. co dac diem dep. co dac diem fullbox. luu y mat phu kien. mo ta chi tiet. thong tin trung thuc. nguon goc ro rang. ngoai hinh dep. da su dung on dinh,1.26,53,0.366,17,230,3,2,39709338,17.4971,90,60,18,6,1,0
thinkpad x1 tot,san pham thuoc nhom laptop. ten san pham thinkpad x1. co dac diem it dung. co dac diem tot. thong tin trung thuc. chat luong tot,2.3,24,0.37,15,128,2,1,11872837,16.28976,60,60,2,4,0,0
fujifilm xt30 chinh hang,san pham thuoc nhom camera. ten san pham fujifilm xt30. co dac diem chinh hang. nguon goc ro rang. hinh anh that. thong tin trung thuc,3.64,115,0.239,24,134,1,1,26221293,17.08208,120,90,14,1,0,0
galaxy buds day du phu kien,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem moi. co dac diem day du phu kien. luu y khong ro. thong tin trung thuc. ngoai hinh dep,2.62,32,0.384,27,154,3,2,4238301,15.25967,60,90,1,0,0,0
airpods pro tot can sua,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem like new. co dac diem day du phu kien. co dac diem tot. luu y can sua. da su dung on dinh. thong tin trung thuc. mo ta chi tiet. ho tro kiem tra. co the giao dich truc tiep,2.9,48,0.25,23,240,3,2,24228510,17.00304,240,60,4,2,0,0
thinkpad x1,san pham thuoc nhom laptop. ten san pham thinkpad x1. chat luong tot. da su dung on dinh. nguon goc ro rang,1.34,164,0.363,11,107,1,0,30653564,17.23826,240,120,19,3,0,0
seiko 5 nguyen seal,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem nguyen seal. co dac diem like new. thong tin trung thuc. hinh anh that. chat luong tot. da su dung on dinh. ho tro kiem tra,1.95,128,0.121,19,186,3,1,36702597,17.41836,120,45,1,0,0,0
airpods pro bao hanh,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem fullbox. co dac diem bao hanh. luu y khong ro. luu y test. ngoai hinh dep. co the giao dich truc tiep,1.98,161,0.334,20,169,3,3,44926847,17.62055,30,120,20,4,0,0
airpods pro cao cap,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem chinh hang. co dac diem zin. co dac diem cao cap. thong tin trung thuc. ho tro kiem tra. da su dung on dinh. nguon goc ro rang. chat luong tot,2.16,9,0.313,19,210,4,1,40156707,17.5083,180,45,23,6,1,0
xiaomi 13 cao cap,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem cao cap. co dac diem moi. chat luong tot. co the giao dich truc tiep. nguon goc ro rang. co hoa don,1.31,200,0.125,17,167,3,0,8944525,16.00655,120,45,8,6,1,1
oppo find x5 bao hanh,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem bao hanh. nguon goc ro rang. co hoa don. mo ta chi tiet. chat luong tot,1.72,135,0.388,21,142,2,0,23058139,16.95353,30,30,19,6,1,0
seiko 5 zin,san pham thuoc nhom dong ho. ten san pham seiko 5. co dac diem zin. co dac diem cao cap. thong tin trung thuc. ho tro kiem tra. hinh anh that,3.57,193,0.369,11,141,2,1,3574772,15.08941,45,60,12,3,0,0
sony a6400 zin,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem zin. luu y mat phu kien. hinh anh that. co hoa don. chat luong tot. mo ta chi tiet. ho tro kiem tra,2.26,135,0.307,14,164,2,1,2802645,14.84607,30,90,20,2,0,1
casio gshock fullbox,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem fullbox. chat luong tot. mo ta chi tiet. ngoai hinh dep. co hoa don. nguon goc ro rang,3.71,46,0.141,20,154,3,0,759876,13.54091,180,15,2,0,0,1
canon eos moi,san pham thuoc nhom camera. ten san pham canon eos. co dac diem it dung. co dac diem moi. hinh anh that. thong tin trung thuc. co the giao dich truc tiep,1.23,152,0.295,13,153,2,1,14600860,16.49659,120,120,3,5,1,0
oppo find x5 cao cap,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem cao cap. nguon goc ro rang. co hoa don,2.18,169,0.421,20,109,1,0,42917834,17.5748,90,45,13,5,1,1
galaxy buds chinh hang,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem chinh hang. ho tro kiem tra. hinh anh that. co hoa don. da su dung on dinh. nguon goc ro rang,1.71,17,0.221,22,161,1,0,13516676,16.41943,120,60,5,5,1,0
hp spectre fullbox,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem cao cap. co dac diem fullbox. co the giao dich truc tiep. hinh anh that. thong tin trung thuc. ngoai hinh dep,3.29,64,0.35,18,174,3,1,1309283,14.08499,90,30,20,5,1,1
xiaomi 13 day du phu kien,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem day du phu kien. luu y gap. chat luong tot. da su dung on dinh. ngoai hinh dep. thong tin trung thuc. ho tro kiem tra,4.12,201,0.032,25,185,3,2,15206325,16.53722,30,60,22,6,1,1
oppo find x5 nguyen seal,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem nguyen seal. co dac diem cao cap. luu y mat phu kien. luu y can sua. ho tro kiem tra. ngoai hinh dep,4.41,87,0.036,24,171,3,2,30895874,17.24613,240,45,20,1,0,1
xiaomi 13 fullbox,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem day du phu kien. co dac diem fullbox. co the giao dich truc tiep. chat luong tot. mo ta chi tiet. thong tin trung thuc. hinh anh that,1.77,184,0.448,17,201,3,1,16054466,16.5915,90,60,2,6,1,0
beats studio buds chinh hang hong,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem zin. co dac diem chinh hang. luu y hong. co the giao dich truc tiep. mo ta chi tiet. chat luong tot. ho tro kiem tra. co hoa don,1.6,148,0.105,33,202,3,1,4884084,15.40149,30,120,4,3,0,0
apple watch chinh hang,san pham thuoc nhom dong ho. ten san pham apple watch. co dac diem chinh hang. co hoa don. co the giao dich truc tiep,2.82,43,0.376,22,117,1,0,4342122,15.28387,240,15,3,3,0,0
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. da su dung on dinh. ho tro kiem tra. co the giao dich truc tiep. ngoai hinh dep,3.3,35,0.145,10,132,1,0,14359746,16.47994,240,15,18,1,0,0
samsung s23 it dung,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem it dung. chat luong tot. mo ta chi tiet. hinh anh that,1.53,202,0.381,19,124,2,0,41150253,17.53274,90,30,0,3,0,0
iphone 14 pro moi,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem tot. co dac diem moi. co dac diem day du phu kien. luu y khong ro. nguon goc ro rang. co hoa don. chat luong tot,2.65,240,0.079,17,184,3,2,46467427,17.65426,30,90,5,5,1,0
samsung s23 like new,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem like new. ngoai hinh dep. co the giao dich truc tiep,3.48,220,0.343,20,122,2,0,36270185,17.40651,120,30,14,6,1,1
dell xps 13,san pham thuoc nhom laptop. ten san pham dell xps 13. chat luong tot. thong tin trung thuc. nguon goc ro rang,1.64,236,0.019,11,109,1,1,43325878,17.58426,60,45,6,3,0,0
fujifilm xt30 test,san pham thuoc nhom camera. ten san pham fujifilm xt30. luu y test. ngoai hinh dep. co the giao dich truc tiep. thong tin trung thuc. chat luong tot. ho tro kiem tra,2.78,148,0.147,18,165,2,2,13387980,16.40987,180,120,10,1,0,0
sony wh-1000xm5 vo,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. luu y vo. chat luong tot. thong tin trung thuc,1.22,111,0.065,18,106,1,2,40948393,17.52782,90,30,12,2,0,0
dell xps 13 bao hanh,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem bao hanh. co dac diem chinh hang. co dac diem tot. nguon goc ro rang. co the giao dich truc tiep. chat luong tot. mo ta chi tiet,2.67,194,0.155,20,194,3,0,19857953,16.80412,120,30,20,4,0,1
sony a6400,san pham thuoc nhom camera. ten san pham sony a6400. luu y cu. thong tin trung thuc. chat luong tot. ngoai hinh dep,2.12,186,0.193,10,115,2,2,16602681,16.62507,45,45,13,4,0,0
sony a6400 cao cap,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem day du phu kien. co dac diem chinh hang. co dac diem cao cap. luu y cu. da su dung on dinh. ngoai hinh dep,2.58,207,0.359,18,171,4,1,6626615,15.7066,90,60,7,0,0,1
xiaomi 13 moi,san pham thuoc nhom dien thoai. ten san pham xiaomi 13. co dac diem moi. co dac diem like new. co dac diem fullbox. co hoa don. nguon goc ro rang. chat luong tot. da su dung on dinh. thong tin trung thuc,3.99,6,0.439,13,203,4,1,31172449,17.25505,240,30,22,3,0,0
beats studio buds fullbox,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem cao cap. co dac diem fullbox. ngoai hinh dep. hinh anh that. co hoa don. mo ta chi tiet,4.01,178,0.426,25,161,3,0,36452203,17.41151,120,30,21,0,0,1
airpods pro chinh hang loi,san pham thuoc nhom tai nghe. ten san pham airpods pro. co dac diem nguyen seal. co dac diem chinh hang. luu y loi. ho tro kiem tra. nguon goc ro rang. co the giao dich truc tiep. co hoa don,3.84,52,0.062,26,190,2,1,22526750,16.93021,45,90,3,5,1,1
sony a6400 it dung mat phu kien,san pham thuoc nhom camera. ten san pham sony a6400. co dac diem nguyen seal. co dac diem it dung. luu y mat phu kien. ho tro kiem tra. chat luong tot. ngoai hinh dep. co hoa don,3.11,31,0.212,31,178,4,1,35745505,17.39194,180,90,9,3,0,1
iphone 14 pro day du phu kien,san pham thuoc nhom dien thoai. ten san pham iphone 14 pro. co dac diem fullbox. co dac diem day du phu kien. co dac diem bao hanh. co the giao dich truc tiep. nguon goc ro rang,2.1,178,0.067,29,177,3,0,10149754,16.13296,240,30,16,5,1,1
galaxy watch it dung,san pham thuoc nhom dong ho. ten san pham galaxy watch. co dac diem it dung. co dac diem cao cap. mo ta chi tiet. co the giao dich truc tiep. hinh anh that. da su dung on dinh,4.21,213,0.426,20,175,2,0,43313207,17.58397,60,60,18,2,0,1
beats studio buds zin,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem dep. co dac diem zin. thong tin trung thuc. nguon goc ro rang. co hoa don. co the giao dich truc tiep,4.16,58,0.218,21,175,2,1,19387170,16.78012,240,15,4,2,0,1
hp spectre cao cap,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem moi. co dac diem bao hanh. co dac diem cao cap. luu y khong ro. nguon goc ro rang. mo ta chi tiet. co the giao dich truc tiep,1.16,81,0.259,18,190,3,2,29637535,17.20455,60,45,5,1,0,0
samsung s23 bao hanh,san pham thuoc nhom dien thoai. ten san pham samsung s23. co dac diem zin. co dac diem dep. co dac diem bao hanh. co the giao dich truc tiep. hinh anh that. da su dung on dinh. mo ta chi tiet,4.07,242,0.206,20,191,3,0,21539461,16.8854,45,15,23,4,0,1
galaxy buds tot,san pham thuoc nhom tai nghe. ten san pham galaxy buds. co dac diem tot. co dac diem cao cap. ho tro kiem tra. co the giao dich truc tiep. chat luong tot. hinh anh that. ngoai hinh dep,3.71,29,0.139,15,184,3,0,27002927,17.11146,120,30,14,2,0,1
oppo find x5 like new,san pham thuoc nhom dien thoai. ten san pham oppo find x5. co dac diem like new. co dac diem moi. co the giao dich truc tiep. ngoai hinh dep,4.4,173,0.302,21,140,3,0,5913766,15.59279,120,60,6,3,0,1
canon eos day du phu kien,san pham thuoc nhom camera. ten san pham canon eos. co dac diem bao hanh. co dac diem day du phu kien. co dac diem nguyen seal. hinh anh that. co hoa don. ho tro kiem tra. nguon goc ro rang,2.23,114,0.393,25,189,3,0,5928644,15.59531,45,120,14,5,1,1
casio gshock day du phu kien khong ro,san pham thuoc nhom dong ho. ten san pham casio gshock. co dac diem day du phu kien. luu y khong ro. mo ta chi tiet. co hoa don. chat luong tot,4.95,134,0.444,37,143,2,2,4486954,15.31668,120,60,2,0,0,1
beats studio buds tot,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem tot. nguon goc ro rang. da su dung on dinh. co hoa don,3.22,10,0.37,21,128,1,0,20316400,16.82694,240,90,9,3,0,0
galaxy watch,san pham thuoc nhom dong ho. ten san pham galaxy watch. co hoa don. chat luong tot. co the giao dich truc tiep. ho tro kiem tra,3.66,73,0.188,12,127,1,0,33059944,17.31383,180,120,7,0,0,0
beats studio buds nguyen seal,san pham thuoc nhom tai nghe. ten san pham beats studio buds. co dac diem it dung. co dac diem nguyen seal. co dac diem tot. co hoa don. chat luong tot. co the giao dich truc tiep. nguon goc ro rang. thong tin trung thuc,3.93,4,0.38,29,220,3,1,10978492,16.21145,120,15,4,2,0,1
dell xps 13 day du phu kien,san pham thuoc nhom laptop. ten san pham dell xps 13. co dac diem day du phu kien. co hoa don. thong tin trung thuc,3.12,239,0.035,27,115,1,1,13056693,16.38481,240,120,5,6,1,1
hp spectre cao cap,san pham thuoc nhom laptop. ten san pham hp spectre. co dac diem cao cap. ho tro kiem tra. co the giao dich truc tiep. thong tin trung thuc. da su dung on dinh,1.57,35,0.233,18,159,1,1,25082558,17.03768,240,60,13,2,0,0
macbook air m1 like new,san pham thuoc nhom laptop. ten san pham macbook air m1. co dac diem like new. chat luong tot. co the giao dich truc tiep. ngoai hinh dep. da su dung on dinh. thong tin trung thuc,4.69,122,0.157,23,179,3,1,46425627,17.65336,60,30,14,4,0,1
sony wh-1000xm5 fullbox,san pham thuoc nhom tai nghe. ten san pham sony wh-1000xm5. co dac diem fullbox. co dac diem like new. mo ta chi tiet. co hoa don. nguon goc ro rang,1.84,20,0.191,23,148,2,0,7547549,15.83673,30,15,15,6,1,0
